t r0x r0y r0z v0x v0y v0z r1x r1y r1z v1x v1y v1z r2x r2y r2z v2x v2y v2z
0.0 0.7867350467366626 0.8198212455520298 -1.4999150798008288e-06 -0.38684475445570576 -0.1649258942119173 9.9016340483678e-07 -26.390967132407464 -27.3195780490002 0.004248551682893809 12.623905784307603 -0.012183941930545727 -3.008418155499719 -25.89157040892837 -27.342968457180397 -0.008347111858576676 13.436663876974052 16.516957305061638 6.016737294659855
0.0010834504102684743 0.7863158879990714 0.819642523557337 -1.4988423199897502e-06 -0.38690314724864705 -0.1649867589622199 9.901792930861018e-07 -26.377196111985878 -27.31959283484733 0.0009876519864857331 12.796769381000413 -0.015109500293336076 -3.011053623539502 -25.877196576012388 -27.325066686016854 -0.0018254197417406587 13.096775962882564 16.52889489681748 6.022008229150596
0.0021669008205369485 0.7858966659774475 0.8194637355891746 -1.4977694774301763e-06 -0.38696157389798097 -0.1650476782313902 9.903180931773481e-07 -26.36323778291282 -27.31960746938912 -0.002274290176002469 12.96966898182133 -0.011904635880258807 -3.0103425003985995 -25.8631910319961 -27.307158620117022 0.004698357298980766 12.75681942617412 16.528577094908364 6.020585968988783
0.003250351230805423 0.7854773806350835 0.8192848815884408 -1.496696413555415e-06 -0.3870200344512745 -0.16510865207988112 9.905896148060583e-07 -26.349092363150167 -27.31961532084484 -0.005533654625976399 13.14213023116018 -0.0025882315833159475 -3.006295285067388 -25.849553337285005 -27.289257517132178 0.01121697889254213 12.417742982825764 16.516041671163574 6.012491511174198
0.004333801641073897 0.7850580319352207 0.8191059614959696 -1.4956229794586134e-06 -0.3870785289546915 -0.16516968056663764 9.91003128238704e-07 -26.33476058164755 -27.31960979796911 -0.008786843521075746 13.313684224770022 0.012783769155302688 -2.9989427102015522 -25.836282030303966 -27.271376553636493 0.01772324933933213 12.080484445947786 16.491400518361996 5.997786320091185
0.0054172520513423705 0.784638619841052 0.8189269752525316 -1.4945490164996423e-06 -0.38713705745292487 -0.16523076374919052 9.915673242053384e-07 -26.320243669754543 -27.319584389662804 -0.012030302980195171 13.483872459808685 0.03411936351657058 -2.988335193576247 -25.823374644673084 -27.25352874590532 0.024210060861276073 11.745960825693803 16.454837647894756 5.976571230420981
0.006500702461610846 0.7842191443157215 0.8187479227988366 -1.4934743569528675e-06 -0.3871956199891405 -0.16529190168376098 9.922902785727337e-07 -26.305543347408307 -27.319532703180805 -0.015260543940369431 13.652251528928328 0.06129207828111213 -2.974541968689653 -25.810827736832493 -27.235726873499804 0.030670435315670905 11.415058941076076 16.406606011822717 5.948984708352357
0.007584152871879319 0.7837996053223282 0.8185688040755331 -1.4923988246899097e-06 -0.3872542166049338 -0.16535309442537532 9.93179422233393e-07 -26.29066180443155 -27.319448500328075 -0.01847416191336043 13.818397452411556 0.09414309440305185 -2.957649923061188 -25.798636923446647 -27.217983406874914 0.0370975637084276 11.088626755688965 16.34702325374028 5.915200528181062
0.008667603282147794 0.7833800028239263 0.8183896190232111 -1.4913222358931762e-06 -0.38731284734030036 -0.16541434202798835 9.942415163584595e-07 -26.275601677382134 -27.319325731100434 -0.021667855345339774 13.98190955746793 0.13248383931719707 -2.9377621813134414 -25.78679692770531 -27.200310440098 0.04348484291350761 10.767465619112873 16.276466524173294 5.875424938476158
0.00975105369241627 0.7829603367835286 0.818210367582403 -1.4902443997923038e-06 -0.3873715122336179 -0.16547564454461205 9.954826332931747e-07 -26.260366022484256 -27.319158564306708 -0.02483844232683698 14.142413832086119 0.17609896695749416 -2.9149964767583927 -25.77530163346127 -27.182719629604634 0.04982590909289293 10.452323559208251 16.195366520555083 5.829893405254369
0.010834504102684744 0.7825406071641061 0.8180310496935834 -1.4891651194180134e-06 -0.3874302113216419 -0.16553700202745028 9.969081429120178e-07 -26.244958285238948 -27.318941414799852 -0.02798287544991507 14.29956570116152 0.22474963726128078 -2.889483359679939 -25.764144146009627 -27.165222139736382 0.05611466741101268 10.143889729859847 16.10420092823133 5.7788670285465
